-238,0.04020073
-238,-0.016244216
-238,0.019419572
-238,0.04020073
-237,0.03455482
-237,-0.014861945
-237,0.015248214
-237,0.03455482
-236,0.051616891
-236,-0.02969889
-236,0.013555351
-236,0.051616891
-235,0.077050236
-235,-0.017898397
-234,0.069538049
-234,-0.0070249
-234,0.015110305
-234,0.069538049
-233,0.05204701
-233,-0.009244312
-233,0.005688087
-233,0.05204701
-232,0.037730257
-232,-0.006199774
-231,0.001534582
-231,0.041107036
-230,0.013405955
-230,-0.000403852
-230,0.007759441
-230,0.013405955
-229,0.015434737
-229,-0.005811307
-229,0.001232271
-229,0.015434737
-228,0.008569243
-228,-0.004966076
-228,-0.006915506
-227,-0.005111003
-227,-0.009137472
-226,-0.004375728
-226,-0.036138273
-226,-0.013007491
-226,-0.004375728
-225,-0.001203701
-225,-0.019976202
-225,-0.028564903
-225,-0.001203701
-224,0.001316316
-224,0.001019502
-224,-0.032143154
-224,0.001316316
-223,-0.011642809
-223,-0.020993274
-222,-0.010460198
-222,-0.009062832
-222,-0.017265166
-221,-0.014392514
-221,-0.001633073
-221,-0.014392514
-220,0.001736694
-220,0.013949492
-220,-0.020740794
-219,0.000525055
-219,0.020479754
-219,0.000525055
-218,0.016389306
-218,0.003201543
-217,-0.014682976
-217,0.005636705
-217,-0.014682976
-216,0.029691598
-216,0.007445249
-216,-0.009273009
-215,-0.011855758
-215,0.016574037
-215,-0.011855758
-214,0.005188339
-214,0.005188339
-213,-0.000783642
-213,-0.000783642
-212,-0.019218031
-212,-0.02211483
-212,-0.019218031
-211,-0.015274351
-211,0.008013517
-211,-0.020139537
-210,0.01255046
-210,0.009774516
-210,-0.021191957
-209,-0.023343291
-209,0.005661602
-209,-0.023343291
-208,-0.004060478
-208,0.031008528
-208,-0.011709288
-208,-0.004060478
-207,0.018100027
-207,0.00071616
-207,-0.016793199
-206,-0.04933195
-206,0.0041684
-206,0.008524696
-206,-0.04933195
-205,-0.015219677
-205,-0.003446179
-205,-0.008732233
-205,-0.015219677
-204,-0.01470216
-204,-0.008065735
-203,-0.005583533
-203,0.02227105
-203,-0.009838494
-203,-0.005583533
-202,-0.011612684
-202,0.025319312
-202,0.002278902
-202,-0.011612684
-201,-0.013852831
-201,0.005961058
-200,0.001028897
-200,-0.016894189
-199,-0.032431872
-199,0.028328092
-199,-0.008462409
-198,0.016012136
-198,-0.004640883
-198,-0.023210616
-197,-0.031830152
-197,0.032382288
-197,-0.031830152
-196,-0.031278908
-196,-0.028894424
-196,-0.031278908
-195,-0.023150389
-195,0.0126223
-195,-0.023150389
-194,-0.011825891
-194,0.002088257
-194,-0.037814672
-193,-0.028307839
-193,-0.015054854
-192,-0.011261331
-192,-0.015273753
-191,-0.024980682
-191,-0.009799017
-191,-0.003591222
-191,-0.024980682
-190,-0.016132785
-190,0.012193479
-190,-0.016132785
-189,-0.027911728
-189,0.014662746
-189,-0.025708211
-189,-0.027911728
-188,-0.050482497
